"Name";"List of interests-value";"List of studies-value";"Professional Experience-value"
"louis 18";"[{""desc"":""(Transforming complex data into clear insights.)"",""title"":""Data Visualization""},{""desc"":""(Hiking and trail running.)"",""title"":""Sports""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Grenoble Alpes, Grenoble"",""country or city"":""Grenoble"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2020 - 2021"",""field"":""not found"",""university"":""Lycée Champollion, Grenoble"",""country or city"":""Grenoble"",""level_of_degree"":""Baccalauréat (Maths & Physics)""}]";"[{""dates"":""06/2024 - 09/2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":"". Cleaned and analyzed large customer datasets using Python and SQL. Built dashboards to support marketing and pricing decisions. Presented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""01/2024 - 05/2024"",""company"":""not found"",""job title"":""Business Analytics Project - Academic Team"",""description"":""· Worked in a team to analyze sales performance for a retail chain. Developed forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 17";"[{""desc"":""(Transforming complex data into clear insights.)"",""title"":""Data Visualization""},{""desc"":""(Hiking and trail running.)"",""title"":""Sports""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Grenoble Alpes, Grenoble"",""country or city"":""Grenoble"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2020 - 2021"",""field"":""Maths & Physics"",""university"":""Lycée Champollion, Grenoble"",""country or city"":""Grenoble"",""level_of_degree"":""Baccalauréat""}]";"[{""dates"":""06/2024 - 09/2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""· Cleaned and analyzed large customer datasets using Python and SQL. Built dashboards to support marketing and pricing decisions. Presented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""01/2024 - 05/2024"",""company"":""Academic Team"",""job title"":""Business Analytics Project"",""description"":""· Worked in a team to analyze sales performance for a retail chain. Developed forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 16";"[{""desc"":""Transforming complex data into clear insights."",""title"":""Data Visualization""},{""desc"":""Hiking and trail running."",""title"":""Sports""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Grenoble Alpes, Grenoble"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2020 - 2021"",""field"":""not found"",""university"":""Lycée Champollion, Grenoble"",""country or city"":""not found"",""level_of_degree"":""Baccalauréat (Maths & Physics)""}]";"[{""dates"":""06/2024 - 09/2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""· Cleaned and analyzed large customer datasets using Python and SQL. Built dashboards to support marketing and pricing decisions. Presented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""01/2024 - 05/2024"",""company"":""Academic Team"",""job title"":""Business Analytics Project"",""description"":""· Worked in a team to analyze sales performance for a retail chain. Developed forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 15";"[{""desc"":""(Transforming complex data into clear insights.)"",""title"":""Data Visualization""},{""desc"":""(Hiking and trail running.)"",""title"":""Sports""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Grenoble Alpes, Grenoble"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2020 - 2021"",""field"":""not found"",""university"":""Lycée Champollion, Grenoble"",""country or city"":""not found"",""level_of_degree"":""Baccalauréat (Maths & Physics)""}]";"[{""dates"":""06/2024 - 09/2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""· Cleaned and analyzed large customer datasets using Python and SQL. Built dashboards to support marketing and pricing decisions. Presented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""01/2024 - 05/2024"",""company"":""not found"",""job title"":""Business Analytics Project | Academic Team"",""description"":""· Worked in a team to analyze sales performance for a retail chain. Developed forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"ines 20";"[{""desc"":""(Economic conferences and policy forums.)"",""title"":""Public Debate""},{""desc"":""(Tutor for underprivileged high school students.)"",""title"":""Volunteering""}]";"[{""dates"":""2022 - 2025"",""field"":""not found"",""university"":""Sciences Po Paris"",""country or city"":""Paris"",""level_of_degree"":""Bachelor in Economics & Social Sciences""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Lycée Henri-IV"",""country or city"":""Paris"",""level_of_degree"":""Baccalauréat (Economics)""}]";"[{""dates"":""09/2024 - 02/2025"",""company"":""French Economic Think Tank"",""job title"":""Policy Research Assistant"",""description"":""· Conducted literature reviews and data analysis for policy briefs. Contributed to reports on labor market reforms and public spending efficiency. Participated in stakeholder interviews and policy workshops."",""country or city"":""Paris""},{""dates"":""06/2024 - 08/2024"",""company"":""Ministry of Economy and Finance"",""job title"":""Public Affairs Intern"",""description"":""· Assisted senior analysts in economic impact assessments. Prepared briefing notes and synthesis documents for internal use. Monitored legislative developments related to economic policy."",""country or city"":""Paris""}]"
"ines 19";"[{""desc"":""(Economic conferences and policy forums.)"",""title"":""Public Debate""},{""desc"":""(Tutor for underprivileged high school students.)"",""title"":""Volunteering""}]";"[{""dates"":""2022 - 2025"",""field"":""not found"",""university"":""Sciences Po Paris, Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Social Sciences""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Lycée Henri-IV, Paris"",""country or city"":""not found"",""level_of_degree"":""Baccalauréat (Economics)""}]";"[{""dates"":""09/2024 - 02/2025"",""company"":""French Economic Think Tank"",""job title"":""Policy Research Assistant"",""description"":""· Conducted literature reviews and data analysis for policy briefs. Contributed to reports on labor market reforms and public spending efficiency. Participated in stakeholder interviews and policy workshops."",""country or city"":""Paris""},{""dates"":""06/2024 - 08/2024"",""company"":""Ministry of Economy and Finance"",""job title"":""Public Affairs Intern"",""description"":""· Assisted senior analysts in economic impact assessments. Prepared briefing notes and synthesis documents for internal use. Monitored legislative developments related to economic policy."",""country or city"":""Paris""}]"
"ines 18";"[{""desc"":""(Economic conferences and policy forums.)"",""title"":""Public Debate""},{""desc"":""(Tutor for underprivileged high school students.)"",""title"":""Volunteering""}]";"[{""dates"":""2022 - 2025"",""field"":""not found"",""university"":""Sciences Po Paris, Paris"",""country or city"":""Paris"",""level_of_degree"":""Bachelor in Economics & Social Sciences""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Lycée Henri-IV, Paris"",""country or city"":""Paris"",""level_of_degree"":""Baccalauréat (Economics)""}]";"[{""dates"":""09/2024 - 02/2025"",""company"":""French Economic Think Tank"",""job title"":""Policy Research Assistant"",""description"":""· Conducted literature reviews and data analysis for policy briefs. Contributed to reports on labor market reforms and public spending efficiency. Participated in stakeholder interviews and policy workshops."",""country or city"":""Paris""},{""dates"":""06/2024 - 08/2024"",""company"":""Ministry of Economy and Finance"",""job title"":""Public Affairs Intern"",""description"":""· Assisted senior analysts in economic impact assessments. Prepared briefing notes and synthesis documents for internal use. Monitored legislative developments related to economic policy."",""country or city"":""Paris""}]"
"ines 17";"[{""desc"":""(Economic conferences and policy forums.)"",""title"":""Public Debate""},{""desc"":""(Tutor for under- privileged high school students.)"",""title"":""Volunteering""}]";"[{""dates"":""2022 - 2025"",""field"":""not found"",""university"":""Sciences Po Paris, Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Social Sciences""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Lycée Henri-IV, Paris"",""country or city"":""not found"",""level_of_degree"":""Baccalauréat (Economics)""}]";"[{""dates"":""09/2024 - 02/2025"",""company"":""French Economic Think Tank"",""job title"":""Policy Research Assistant"",""description"":""· Conducted literature reviews and data analysis for policy briefs. Contributed to reports on labor market reforms and public spending efficiency. Participated in stakeholder interviews and policy workshops."",""country or city"":""Paris""},{""dates"":""06/2024 - 08/2024"",""company"":""Ministry of Economy and Finance"",""job title"":""Public Affairs Intern"",""description"":""· Assisted senior analysts in economic impact assessments. Prepared briefing notes and synthesis documents for internal use. Monitored legislative developments related to economic policy."",""country or city"":""Paris""}]"
"ines 16";"[{""desc"":""(Economic conferences and policy forums.)"",""title"":""Public Debate""},{""desc"":""(Tutor for underprivileged high school students.)"",""title"":""Volunteering""}]";"[{""dates"":""2022 - 2025"",""field"":""not found"",""university"":""Sciences Po Paris, Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Social Sciences""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Lycée Henri-IV, Paris"",""country or city"":""not found"",""level_of_degree"":""Baccalauréat (Economics)""}]";"[{""dates"":""09/2024 - 02/2025"",""company"":""French Economic Think Tank"",""job title"":""Policy Research Assistant"",""description"":""· Conducted literature reviews and data analysis for policy briefs. Contributed to reports on labor market reforms and public spending efficiency. Participated in stakeholder interviews and policy workshops."",""country or city"":""Paris""},{""dates"":""06/2024 - 08/2024"",""company"":""Ministry of Economy and Finance"",""job title"":""Public Affairs Intern"",""description"":""· Assisted senior analysts in economic impact assessments. Prepared briefing notes and synthesis documents for internal use. Monitored legislative developments related to economic policy."",""country or city"":""Paris""}]"
"ines 15";"[{""desc"":""(Economic conferences and policy forums.)"",""title"":""Public Debate""},{""desc"":""(Tutor for underprivileged high school students.)"",""title"":""Volunteering""}]";"[{""dates"":""2022 - 2025"",""field"":""not found"",""university"":""Sciences Po Paris, Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Social Sciences""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Lycée Henri-IV, Paris"",""country or city"":""not found"",""level_of_degree"":""Baccalauréat (Economics)""}]";"[{""dates"":""09/2024 - 02/2025"",""company"":""French Economic Think Tank"",""job title"":""Policy Research Assistant"",""description"":""· Conducted literature reviews and data analysis for policy briefs. Contributed to reports on labor market reforms and public spending efficiency. Participated in stakeholder interviews and policy workshops."",""country or city"":""Paris""},{""dates"":""06/2024 - 08/2024"",""company"":""Ministry of Economy and Finance"",""job title"":""Public Affairs Intern"",""description"":""· Assisted senior analysts in economic impact assessments. Prepared briefing notes and synthesis documents for internal use. Monitored legislative developments related to economic policy."",""country or city"":""Paris""}]"
